事件 ID	选项 ID	类型	轨道	年龄／人物／状态前置	选择前共同事实	分支后新增事实	实际效果	延迟后果	卡牌互动	敏感表达标签	人工结论
beat_411		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	常坐的那班车临时改道，你在站牌前多等了一会儿。	常坐的那班车临时改道，你在站牌前多等了一会儿。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_412		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	水电账单到了，你把几个自动扣款的日期重新排开。	水电账单到了，你把几个自动扣款的日期重新排开。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_413		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	验证码刚看清就过期了，你关掉页面，喝口水再来一遍。	验证码刚看清就过期了，你关掉页面，喝口水再来一遍。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_414		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	线上课讲到一半卡住，你在纸上先写下了没听懂的地方。	线上课讲到一半卡住，你在纸上先写下了没听懂的地方。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_415		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	手机弹出一串权限，你没有急着点同意，先逐项看了一遍。	手机弹出一串权限，你没有急着点同意，先逐项看了一遍。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_416		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	图书馆的新机器认不出旧借书证，工作人员给了你一张手写号。	图书馆的新机器认不出旧借书证，工作人员给了你一张手写号。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_417		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	早餐比昨天晚了一个钟头，煎蛋边缘反而刚好脆。	早餐比昨天晚了一个钟头，煎蛋边缘反而刚好脆。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_418		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	一件颜色很亮的衣服挂在镜子前，你试了又试，还是买下了。	一件颜色很亮的衣服挂在镜子前，你试了又试，还是买下了。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_419		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	数独本做到最后两格，你故意留到明天再填。	数独本做到最后两格，你故意留到明天再填。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_420		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	下午忽然下雨，你把原来的安排取消，坐着听完了一整场。	下午忽然下雨，你把原来的安排取消，坐着听完了一整场。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_421		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	一个人吃完饭，你没开电视，也不觉得屋里少了什么。	一个人吃完饭，你没开电视，也不觉得屋里少了什么。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_422		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	活动室门开着，你在门口看了一会儿，决定今天只坐半小时。	活动室门开着，你在门口看了一会儿，决定今天只坐半小时。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_423		beat	later	年龄 60—105；人物 []；门槛 {"all":[],"any":[],"none":[]}	有人劝你多参加活动，你笑着说今天想自己待着。	有人劝你多参加活动，你笑着说今天想自己待着。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_424		beat	later	年龄 60—105；人物 []；门槛 {"all":[{"path":"pressures.loneliness","op":"gte","value":25}],"any":[],"none":[]}	周围说话声很多，你却找不到一句想接的话。	周围说话声很多，你却找不到一句想接的话。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_425		beat	housing	年龄 6—15；人物 []；门槛 {"all":[{"path":"housing.arrangement","op":"eq","value":"originFamily"}],"any":[],"none":[]}	小时候，能摊开作业本的地方常常也是家里的饭桌。	小时候，能摊开作业本的地方常常也是家里的饭桌。	[{"type":"tag","target":"history","value":"housing:beat:0:0"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_426		beat	housing	年龄 8—18；人物 []；门槛 {"all":[{"path":"housing.arrangement","op":"eq","value":"originFamily"}],"any":[],"none":[]}	旧卧室的门关不关得上，家里每个人都有自己的说法。	旧卧室的门关不关得上，家里每个人都有自己的说法。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_427		beat	housing	年龄 6—18；人物 []；门槛 {"all":[{"path":"originHousehold.context.housingStability","op":"lte","value":55}],"any":[],"none":[]}	搬家纸箱还没拆完，新的上学路线已经要背熟了。	搬家纸箱还没拆完，新的上学路线已经要背熟了。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_428		beat	housing	年龄 6—18；人物 []；门槛 {"all":[{"path":"originHousehold.context.housingStability","op":"gte","value":60}],"any":[],"none":[]}	楼下那家店换过招牌，你还是认得回家的拐角。	楼下那家店换过招牌，你还是认得回家的拐角。	[{"type":"tag","target":"history","value":"housing:beat:0:3"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_429		beat	housing	年龄 17—30；人物 []；门槛 {"all":[{"path":"housing.arrangement","op":"eq","value":"dormitory"},{"path":"education.enrollmentRegion","op":"eq","value":"domestic"},{"path":"education.status","op":"eq","value":"enrolled"}],"any":[],"none":[]}	宿舍钥匙和校园卡拴在一起，丢一件就得跑两个窗口。	宿舍钥匙和校园卡拴在一起，丢一件就得跑两个窗口。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_430		beat	housing	年龄 17—30；人物 []；门槛 {"all":[{"path":"housing.arrangement","op":"eq","value":"dormitory"},{"path":"education.enrollmentRegion","op":"eq","value":"domestic"},{"path":"education.status","op":"eq","value":"enrolled"}],"any":[],"none":[]}	熄灯以后，最亮的是几张床帘后面的手机。	熄灯以后，最亮的是几张床帘后面的手机。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_431		beat	housing	年龄 17—30；人物 []；门槛 {"all":[{"path":"housing.arrangement","op":"eq","value":"dormitory"},{"path":"education.enrollmentRegion","op":"eq","value":"domestic"},{"path":"education.status","op":"eq","value":"enrolled"}],"any":[],"none":[]}	公共卫浴门口排起队，早八不会因此晚十分钟。	公共卫浴门口排起队，早八不会因此晚十分钟。	[{"type":"tag","target":"history","value":"housing:beat:0:6"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_432		beat	housing	年龄 17—30；人物 []；门槛 {"all":[{"path":"housing.arrangement","op":"eq","value":"dormitory"},{"path":"education.enrollmentRegion","op":"eq","value":"domestic"},{"path":"education.status","op":"eq","value":"enrolled"}],"any":[],"none":[]}	潮气从墙角返出来，报修单在群里接了好几次龙。	潮气从墙角返出来，报修单在群里接了好几次龙。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_433		beat	housing	年龄 17—30；人物 []；门槛 {"all":[{"path":"education.status","op":"eq","value":"enrolled"},{"path":"housing.arrangement","op":"neq","value":"dormitory"}],"any":[],"none":[]}	最后一班回校的车开走后，你开始记住每条步行近路。	最后一班回校的车开走后，你开始记住每条步行近路。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_434		beat	housing	年龄 17—32；人物 []；门槛 {"all":[{"path":"housing.region","op":"eq","value":"us"},{"path":"housing.arrangement","op":"eq","value":"dormitory"},{"path":"education.status","op":"eq","value":"enrolled"}],"any":[],"none":[]}	residence hall 的门卡能进楼，假期能不能留下要看另一封邮件。	residence hall 的门卡能进楼，假期能不能留下要看另一封邮件。	[{"type":"tag","target":"history","value":"housing:beat:1:1"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_435		beat	housing	年龄 17—32；人物 []；门槛 {"all":[{"path":"housing.region","op":"eq","value":"us"},{"path":"housing.arrangement","op":"in","value":["dormitory","shared"]},{"path":"education.status","op":"eq","value":"enrolled"}],"any":[],"none":[]}	室友协议写了安静时间，真正难谈的是谁又把朋友带回来。	室友协议写了安静时间，真正难谈的是谁又把朋友带回来。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_436		beat	housing	年龄 17—32；人物 []；门槛 {"all":[{"path":"housing.region","op":"eq","value":"us"},{"path":"education.status","op":"eq","value":"enrolled"}],"any":[],"none":[]}	校内住宿费和学费出现在同一张账单上，截止日却各算各的。	校内住宿费和学费出现在同一张账单上，截止日却各算各的。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_437		beat	housing	年龄 17—32；人物 []；门槛 {"all":[{"path":"housing.region","op":"eq","value":"europe"},{"path":"education.status","op":"eq","value":"enrolled"}],"any":[],"none":[]}	学生住房的候补号码往前动了两位，开学日动得更快。	学生住房的候补号码往前动了两位，开学日动得更快。	[{"type":"tag","target":"history","value":"housing:beat:1:4"}]	无	无	住房债务	三代理混排复核完成；已发现项已修正
beat_438		beat	housing	年龄 17—32；人物 []；门槛 {"all":[{"path":"housing.region","op":"eq","value":"europe"},{"path":"housing.arrangement","op":"eq","value":"shared"},{"path":"education.status","op":"eq","value":"enrolled"}],"any":[],"none":[]}	合租面谈先聊作息，再聊谁能给合同作担保。	合租面谈先聊作息，再聊谁能给合同作担保。	[]	无	无	住房债务	三代理混排复核完成；已发现项已修正
beat_439		beat	housing	年龄 17—32；人物 []；门槛 {"all":[{"path":"housing.region","op":"eq","value":"europe"},{"path":"housing.status","op":"eq","value":"renting"},{"path":"education.status","op":"eq","value":"enrolled"}],"any":[],"none":[]}	钥匙交到手里，押金回执上的当地词你又查了一遍。	钥匙交到手里，押金回执上的当地词你又查了一遍。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_440		beat	housing	年龄 18—70；人物 []；门槛 {"all":[{"path":"housing.status","op":"eq","value":"renting"}],"any":[],"none":[]}	合同上的出租人姓名，终于和证件、收款账户对上了。	合同上的出租人姓名，终于和证件、收款账户对上了。	[{"type":"tag","target":"history","value":"housing:beat:1:7"}]	无	无	无	三代理混排复核完成；已发现项已修正
beat_441		beat	housing	年龄 18—70；人物 []；门槛 {"all":[{"path":"housing.status","op":"eq","value":"renting"}],"any":[],"none":[]}	退租清单拍了十几张照片，墙角那处旧印也单独留了一张。	退租清单拍了十几张照片，墙角那处旧印也单独留了一张。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_442		beat	housing	年龄 20—68；人物 []；门槛 {"all":[{"path":"housing.status","op":"eq","value":"renting"},{"path":"housing.stability","op":"neq","value":"temporary"}],"any":[],"none":[]}	房东说准备卖房，续租的答复只肯在语音里给。	房东说准备卖房，续租的答复只肯在语音里给。	[]	无	无	无	三代理混排复核完成；已发现项已修正
beat_443		beat	housing	年龄 18—65；人物 []；门槛 {"all":[{"path":"housing.status","op":"eq","value":"renting"}],"any":[],"none":[]}	晚上再走一遍看房路线，白天没听见的车声全回来了。	晚上再走一遍看房路线，白天没听见的车声全回来了。	[{"type":"tag","target":"history","value":"housing:beat:2:2"}]	无	无	无	三代理混排复核完成；已发现项已修正
